Catégorie,Diagnostic,clean_categorie,predicted_categorie
M3 > Achats,Le stock n'est pas visible dans le MMS060 mais dans me MM002 siNous ne retrouvons pas le stock de cet article dans le dépôt,M3,M3
M3 > Achats,DEMANDE DE CODIFICATION,M3,M3
M3 > Achats,CONNEXION ARTICLE DANS LE DEPOT 270,M3,M3
M3 > Achats,CODIFICATION PR BANDEROLEUSE,M3,M3
M3 > Achats,CREATION EQUIPEMENT: SURPRESSEUR D'AIR,M3,M3
M3 > Achats,Type article,M3,M3
M3 > Achats,Création en masse des articles,M3,M3
M3 > Achats,Anomalie besoin GRITZ DE MAIS au P30,M3,M3
M3 > Achats,DEMANDE CODIFICATION BARRIERE LEUZE.xlsx,M3,M3
M3 > Achats,Codification TRIEUSE CH7,M3,M3
M3 > Achats,Création Article Opti_SOUFF_CONV.xlsx,M3,M3
M3 > Achats,Articles sans PMP_20220108,M3,M3
M3 > Achats,CORRECTION STATUT,M3,M3
M3 > Achats,01_MAJ PMP DU 04 01 22 P00 ETIQUETTES,M3,Securité
M3 > Achats,Demande de codification,M3,Optimaint
M3 > Achats,CONNEXION CODE ARTICLE AU DEPOT 312,M3,M3
M3 > Achats,COUT STANDARD SIRBRA AU P40,M3,M3
M3 > Achats,CODIFICATION VERIN,M3,M3
M3 > Achats,Article inexistant dans M3,M3,M3
M3 > Achats,Le problème est du à un défaut d'alignement des tables M3,M3,M3
M3 > Achats,DA 3140400,M3,M3
M3 > Achats,DEMANDE DE CODIFICATION,M3,M3
M3 > Achats,CODES ARTICLES A CONNECTER AU DEPOT 270,M3,M3
M3 > Achats,Connexion codes articles,M3,M3
M3 > Achats,CODIFICATION ONDULEURS,M3,M3
M3 > Achats,CODES ARTICLES A CONNECTER AU DEPOT 312,M3,M3
M3 > Achats,MAJ COUT PRESTATION,M3,M3
M3 > Achats,MAJ COUT PRESTATION,M3,Postes
M3 > Achats,BLOCAGE OD,M3,M3
M3 > Achats,Non remontée des Factures associées au code projet TV8105 dans le FAS160: liée au blocage de ces factures dans la table tampon FFA161,M3,Securité
M3 > Achats,L'OP ne peut remonter car en statut 13,M3,M3
M3 > Achats,Demande. Codification connecteurs câble de connexion.xlsx,M3,M3
M3 > Achats,ARTICLES A PARAMETRER DANS LE DEPOT 001,M3,M3
M3 > Achats,DEMANDE DE CONNEXION,M3,M3
M3 > Achats,Les lignes des OA sont dans un statut ne permettant plus de modification à notre niveau (80),M3,M3
M3 > Achats,PARAMETRAGE PRIX CAMOA DANS M3,M3,M3
M3 > Achats,Codification,M3,M3
M3 > Achats,DEMANDE DE CONNECTION,M3,M3
M3 > Achats,PR krones ligne 14 ndokoti,M3,Postes
M3 > Achats,Paramétrage CHC50B dans le workflow cession,M3,M3
M3 > Achats,connexion articles aux dépôts 270 &amp; 803,M3,M3
M3 > Achats,DEMANDE DE CODIFICATION,M3,M3
M3 > Achats,Codification,M3,M3
M3 > Achats,tiers à débloquer pour saisie,M3,M3
M3 > Achats,Le problème est survenu suite à une saturation des ressources serveur entrainant un plantage sur service,M3,M3
M3 > Achats,Mise à jour du PMP,M3,M3
M3 > Achats,Codification PDR chaine 12 Krones,M3,M3
M3 > Achats,Création Article Opti_SOUF_CH3 REV.xlsx,M3,M3
M3 > Achats,Création code,M3,M3
M3 > Achats,CODIFICATION CODES ARTICLES OPTIMAINT,M3,M3
M3 > Achats,DEMANDE DE CONNECTION,M3,M3
M3 > Achats,Type article,M3,M3
M3 > Achats,CODE ARTICLE A CONNECTER AU DEPOT 312,M3,M3
M3 > Achats,DEMANDE DE CONNECTION,M3,M3
M3 > Achats,Codification,M3,M3
M3 > Achats,Statut 20-20,M3,M3
M3 > Achats,connexion article/ dépôt,M3,M3
M3 > Achats,RDEMANDE DE CODIFICATION,M3,M3
M3 > Achats,Connexion article au dépôts 270 &amp; 803,M3,M3
M3 > Achats,DEMANE DE CODIF POUR CARIOT TOYOTA,M3,Postes
M3 > Achats,DEMANDE DE CODIFICATION,M3,M3
M3 > Achats,CONNEXION CODE ARTICLE,M3,M3
M3 > Achats,MAJ nomenclatures,M3,M3
M3 > Achats,DEMANDE DE CODIFICATION,M3,M3
M3 > Achats,CODIFICATION VERIN,M3,M3
M3 > Achats,Le problème était lié à une saturation des ressources ayant entrainée le plantage des taches sur MEC,M3,Securité
M3 > Achats,Nous n'avons pas encore réussi à trouver la cause du blocage,M3,M3
M3 > Achats,Le fichier d'édition de l'OA n'est pas remonté à cause du lenteur de remontée des éditions,M3,M3
M3 > Achats,CODIFICATION CODES ARTICLES OPTIMAINT,M3,M3
M3 > Achats,Problème d'affectation des VIP12BTC,M3,M3
M3 > Achats,SEMC PRIX DE REVIENT NOVEMBRE 2021,M3,Securité
M3 > Achats,SABC COSTING A PARAMETRER DANS M3,M3,M3
M3 > Achats,SOCAVER MISE A JOUR PRIX DE REVIENT 2021,M3,M3
M3 > Achats,Coût standard 99201300 Préforme locale,M3,M3
M3 > Achats,TRANSFERT DES CONSOMMABLES PRESSES ET DECOR A LA LOGISTIQUE,M3,M3
M3 > Achats,CODIFICATION PR BANDEROLEUSE,M3,M3
M3 > Achats,fiche de stock absent,M3,M3
M3 > Achats,Connexion code article,M3,M3
M3 > Achats,Création en masse articles_240122,M3,M3
M3 > Achats,Le lot est connecté à une autre référence : la configuration du lot ne ne lui permet pas d'avoir deux références,M3,M3
M3 > Achats,DEMANDE DE CODIFICATION CABLE SPOUPLE,M3,M3
M3 > Achats,Demande de codification vis 6 pans.xlsx,M3,M3
M3 > Achats,Besoin code équipement,M3,M3
M3 > Achats,connexions articles dans M3 et dans le dépôt 270,M3,M3
M3 > Achats,DEMANDE DE CODIFICATION ARTICLE,M3,M3
M3 > Achats,CODIFICATION BALANCE,M3,M3
M3 > Achats,Le mouvement de Stock VIP12BTC s'est fait dans un autre emplacement,M3,M3
M3 > Achats,Connexion code article au dépôt 151,M3,M3
M3 > Achats,CODE ARTICLE NON AUTORISE A DEBLOQUER,M3,Postes
M3 > Achats,DDE CODIFICATION RECTIFIER GP Ref: CAT 2983817 POUR GE 2000 KVA,M3,Securité
M3 > Achats,CODIFICATION PR SOUFFLEUSE,M3,M3
M3 > Achats,NUMERO DE LOT INEXISTANT LORS DU DEBALLAGE,M3,M3
M3 > Achats,Code article en statut 90 - urgent,M3,Workflows
M3 > Commercial,MAJ assortiment,M3,M3
M3 > Commercial,PROBLEME DE DROIT D'ACCES,M3,M3
M3 > Commercial,flux GLS041PF generé dans M3; la réedition corrige le problème,M3,M3
M3 > Commercial,inventaire bloqué en statut intermédiaire,M3,M3
M3 > Commercial,ECA NON FACTURE DE BQ3,M3,M3
M3 > Commercial,DEMANDE DE PARAMETTRAGE WF CESSION,M3,Workflows
M3 > Commercial,"BOUCLAGE DU 29/01/22 , probleme de prix de vente",M3,M3
M3 > Commercial,PARAMETRAGE COMPTE 01541306,M3,M3
M3 > Commercial,Facture dans le nouveau compte distributeur bloquée,M3,M3
M3 > Commercial,tiers client à créer,M3,M3
M3 > Commercial,MAJ dossier fiscal,M3,M3
M3 > Commercial,CESSION BLOQUEE,M3,M3
M3 > Commercial,Affectation article VIP12BTC sur BOR dépôt 351,M3,M3
M3 > Commercial,MAJ assortiment,M3,Postes
M3 > Commercial,MAJ dossier fiscal,M3,M3
M3 > Commercial,tiers à activer,M3,M3
M3 > Commercial,hors ma compétence,M3,Workflows
M3 > Commercial,MAJ assortiment,M3,M3
M3 > Commercial,STOCK VIP12B-2022-01-17 CD MBALMAYO RESERVE PAR ERREUR,M3,M3
M3 > Commercial,rapport decouvert,M3,M3
M3 > Commercial,problème de MAJ tarif,M3,Postes
M3 > Commercial,PROBLEME déballage MNY50B,M3,M3
M3 > Commercial,besoin de validation,M3,M3
M3 > Commercial,MAJ taux de garantie,M3,Securité
M3 > Commercial,problème facturation CHC50B,M3,M3
M3 > Commercial,MISE A JOUR AP4 POUR REMONTEE DES FACTUES,M3,M3
M3 > Commercial,matricule personnel à créer,M3,M3
M3 > Commercial,INVENTAIRE A SUPPRIMER,M3,M3
M3 > Commercial,MERCI DE TESTER SUR UN AUTRE CIBELITE ET CHANGER DE NUMERO DE CAISSE,M3,M3
M3 > Commercial,En attente de retour de M. NJOME,M3,M3
M3 > Commercial,MAJ tarifaire client,M3,M3
M3 > Commercial,PAS DE PRIX SUR LES FACTURES CIBELITES,M3,M3
M3 > Commercial,Code article VIP24B ne s'affecte PAS,M3,M3
M3 > Commercial,FACTURE N'A PAS MOUVEMENTE LES COMPTES,M3,M3
M3 > Commercial,PRIX DE VENTE PAS ENCORE OPERATIONNEL POUR CHC50B,M3,M3
M3 > Commercial,MAJ groupe client,M3,M3
M3 > Commercial,DESACTIVATION COMPTE ETA VENTURES,M3,M3
M3 > Commercial,MAJ assortiment,M3,Securité
M3 > Commercial,LIGNE BGZ500 DU 03 01 2022 A SUPPRIMER,M3,M3
M3 > Commercial,La catégorie de référence de l'ordre est à 1 dans le MNS235,M3,M3
M3 > Commercial,Paramétrage CHC50B pour les ventes,M3,Securité
M3 > Commercial,MAJ assortiment,M3,M3
M3 > Commercial,"MAJ effectuée, try again",M3,M3
M3 > Commercial,DOUBLE SAISIES DES REFERENCES EXTERNES dans M3,M3,M3
M3 > Commercial,"DISFONTIONNEMENT DU SYSTEME , commande verrouilée à supprimer",M3,M3
M3 > Commercial,INVENTAIRE BLOQUE AU STATUT 70,M3,M3
M3 > Commercial,FICHE DE GESTION DES IDENTITES_BESOIN DROITS SUPPLEMENTAIRES,M3,M3
M3 > Commercial,déjà traité par Eric,M3,Workflows
M3 > Commercial,tiers client export à créer,M3,M3
M3 > Commercial,déjà traité,M3,M3
M3 > Commercial,IMPOSSIBLE DE SAISIR CHILL CITRON 50 B,M3,M3
M3 > Commercial,STOCK VIP12B-2022-01-17 CD MBALMAYO RESERVE PAR ERREUR,M3,Postes
M3 > Commercial,Code article VIP 24 R ;VIP 12R dans le dépôt 165,M3,M3
M3 > Commercial,Annulation des cessions boisson,M3,Securité
M3 > Commercial,MISE A JOUR A FAIRE CHEZ LE CVL FODJO Dépot AO4 : Caisse 031,M3,M3
M3 > Commercial,"letat inventaire emballage non remonte PAS""",M3,M3
M3 > Commercial,MISE A JOUR A FAIRE CHEZ LE CVL FODJO Dépot AO4 : Caisse 031,M3,M3
M3 > Commercial,Problème de paramètrage,M3,M3
M3 > Commercial,dépôts MAJ,M3,Workflows
M3 > Commercial,NON REMONTEE DES ENCAISSEMENTS AU CPTE 10621958,M3,M3
M3 > Commercial,AFFECTER A NJE NJE,M3,M3
M3 > Commercial,NON POSITIONNEMENT AVOIR EMBALLAGES DU CLIENT PROFOGER ( 00845206 ),M3,M3
M3 > Commercial,déjà traité par M. OUM,M3,M3
M3 > Commercial,mauvais paramétrage de la date et heure,M3,M3
M3 > Commercial,PARAMETRAGE DES WF CESSIONS DANS ELEADER,M3,M3
M3 > Commercial,MAJ grille tarifaire,M3,M3
M3 > Commercial,MAJ grille tarifaire,M3,M3
M3 > Commercial,EXTRACTION DU CODE FNP1221 Requête existante. mettre à jour et exécuter.,M3,M3
M3 > Commercial,SOLDES DES COMPTES M3 FIGESSUR UNE PERIODE,M3,M3
M3 > Commercial,"Bonsoir

Même pour les sorties de ce jour aucune facture ne remonte

Aidez-nous SVP",M3,M3
M3 > Commercial,BLOCAGE SUR VRF50 BESOIN PRIX DE VENTE,M3,M3
M3 > Commercial,ETAT EMPLACEMENTS DES PALETTES NUES ET CAISSES METALLIQUES VIDES,M3,M3
M3 > Commercial,MAJ assortiment,M3,M3
M3 > Commercial,hors ma compétence,M3,M3
M3 > Commercial,FACTURE NE MOUVEMENTE PAS LE COMPTE,M3,M3
M3 > Commercial,hors ma compétence,M3,Workflows
M3 > Commercial,Non remontée écart inventaires dans Outlook,M3,M3
M3 > Commercial,disfonctionnement des remontés inventaires,M3,Postes
M3 > Commercial,Non remontée écart inventaires dans Outlook,M3,M3
M3 > Commercial,déjà traité,M3,M3
M3 > Commercial,hors ma compétence,M3,M3
M3 > Commercial,Demande de comptes cessions,M3,M3
M3 > Commercial,DEMANDE DE LA DIFFUSION QUOTIDIENNE DE LA BALANCE DES COMPTES CESSIONS GRATUITES,M3,M3
M3 > Commercial,dossier à numériser,M3,E-lions
M3 > Commercial,script de synchro planté,M3,M3
M3 > Commercial,Déblocage code article,M3,M3
M3 > Commercial,MAJ assortiment,M3,M3
M3 > Commercial,Codification,M3,M3
M3 > Commercial,COMPTE NON MOUVEMENTE,M3,M3
M3 > Commercial,Mise à jour des Tarifs dans e-lions,M3,M3
M3 > Commercial,"Ludo, as-tu connaissance de ce dossier?",M3,M3
M3 > Commercial,Souci de PARAMETRAGE Nouveau client NKOUEGOUA DIEUDONNE STATION TOTAL code 02800424,M3,M3
M3 > Commercial,MAJ assortimentMAJ assortiment,M3,Workflows
M3 > Commercial,suppression ligne EMB au statut 22,M3,M3
M3 > Commercial,code article non autorisé,M3,M3
M3 > Commercial,NON REMONTEES DES FACTURES DANS OIS 300 DEPOT BP5 BQ2 ET BQ1,M3,M3
M3 > Commercial,Création Article Opti_SOUT_CH3 REV.xlsx,M3,M3
M3 > Commercial,en attente de validation,M3,M3
M3 > Commercial,Evolution ligne Bgz500,M3,Securité
M3 > Commercial,EMBALLAGES NE MOUVEMENTE PAS LES COMPTES,M3,Securité
M3 > Commercial,REMONTEES DES FACTURES DANS OIS 300 DEPOT BP5,M3,M3
M3 > Commercial,CORRECTION STATUT,M3,M3
M3 > Commercial,non remontée factures aq5,M3,M3
M3 > Commercial,Sylvain c'est pour toi,M3,M3
M3 > Commercial,parametrage M3,M3,M3
M3 > Commercial,Demande de création de fiches de stock absent dans M3,M3,Postes
M3 > Commercial,Connexion article dans M3 et dans dépôt 270,M3,M3
M3 > Commercial,Article inexistant dans M3,M3,E-lions
M3 > Finance,validation des facture sur MASHUPvalidation des facture sur MASHUP,M3,M3
M3 > Finance,Extraction des ODF/ODG,M3,Postes
M3 > Finance,RAMENER LA PROPOSITION 8000086028 AU STATUT 1,M3,M3
M3 > Finance,TR: PROBLEME DE PARAMETRAGE WORKFLOW HEURES SUP ( SABC > LITTORAL > SECTEUR-LITTORAL2),M3,Securité
M3 > Finance,BESOIN DE PARAMETRAGE,M3,Postes
M3 > Finance,Innovation : les TAX ALERT désormais consultables sur e-Lions,M3,Postes
M3 > Finance,MERCI DE BV RECYCLER LES 02 PIECES SURLIGNEES DE GLS037 CI-DESSOUS,M3,M3
M3 > Finance,WORKFLOW MASHUP - INTERIM CONGE IPOUA PATRICK,M3,M3
M3 > Finance,CONSULTATION GLS215,M3,M3
M3 > Finance,accès à gls210,M3,M3
M3 > Finance,SOUCI DE PARAMETRAGE,M3,Securité
M3 > Finance,Paramétrage de M. YONDZI comme remplacant de CHOUPE dans les WF Elions,M3,M3
M3 > Finance,DEMANDE DE CREATION DU FLUX D IMPRESSION,M3,M3
M3 > Finance,MAJ cours dollar,M3,M3
M3 > Finance,COMPTE FOURNISSEUR ETS RENOVA (FE00184),M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,"Il s'agit ici d'une lenteur de M3, vous n'avez pas reçu le message selon lequel vous n'avez pas les droits",M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,MAJ cours dollar,M3,M3
M3 > Finance,Le blocage ici est lié à la période comptable qui n'est pas ouverte sur 2022,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,Le blocage est lié à la période comptable 2022 qui n'est pas ouverte,M3,M3
M3 > Finance,Le fournisseur ne remonte pas sélectionné parce qu'il n' pas été paramétré en PPZ284 comme fournisseur de ce frais,M3,Postes
M3 > Finance,C'est quoi le souci,M3,M3
M3 > Finance,"Il s'agit ici d'un paramétrage a effectuer SUr Kyriba, malheureusement nous n'avons pas les droits pour le faire, c'est pourquoi le mail a été adressé à Pathfinance",M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,"Ces messages renvoies aux anomalies relevées sur la chaine comptable; en effet, la date de fin de validité du code projet serait dépassée",M3,M3
M3 > Finance,Le code projet utilisé sur cet OA n'existe pas dans M3 ou alors a été mal renseigné,M3,Postes
M3 > Finance,incident traité,M3,M3
M3 > Finance,MAJ fiche client,M3,M3
M3 > Finance,Blocage lié à la période comptable 2022 qui n'est pas ouverte,M3,M3
M3 > Finance,MAJ dossier fss,M3,M3
M3 > Finance,MAJ tarifaire 11,M3,M3
M3 > Finance,Blocage lié à la période comptable fermée sur 2022,M3,M3
M3 > Finance,besoin de MAJ en masse,M3,M3
M3 > Finance,MAJ assortiment,M3,M3
M3 > Finance,Approbation pièces comptable en FPLEDG pour lettrage,M3,Securité
M3 > Finance,"La mise au rebut aurait généré 2 numéro de pièce parce que comme je vous l'ai déjà expliqué, la première mise au rebut serait allé en anomalie, celle ci n'ayant pas été recyclé, le comptable aurait encore fait une 2e mise au rebut (ce qui passe encore parce que la fiche n'étant pas déversée n'a pas pris le statut 9) et le recyclage de la première fiche se serait déversé à la suite après saisie de la 1ere fiche",M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,"Le problème ici est lié à la ligne 10 de cet OA qui devrait avoir un code projet, mais que celui ci n'a pas été renseigné.",M3,M3
M3 > Finance,Les lignes de réception de cet OA ne peuvent être sélectionnées parce qu'un travail est actuellement bloqué en Anomalie en GLS047,M3,M3
M3 > Finance,"La date de fin de validité du code projet utilisé TEVBF19 est dépassée, c'est la raison du blocage",M3,M3
M3 > Finance,Le processus d'extourne est encours en GLS037 sous le profil DJANKW01,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,Le statut de cette fiche n'est pas passé à 9 à cause des perturbation/ lenteur de M3,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,tiers à créer,M3,M3
M3 > Finance,nous préciser le compte à mouvementer,M3,M3
M3 > Finance,Mise à jour du statut de l'immo déjà cédée,M3,M3
M3 > Finance,tiers client à créer,M3,M3
M3 > Finance,Approbation pièces comptable pour besoin de lettrage,M3,M3
M3 > Finance,MAJ cours devise,M3,M3
M3 > Finance,PRorogation code projet,M3,M3
M3 > Finance,MAJ découvert,M3,M3
M3 > Finance,Prorogation code projet pour déversement des FNP,M3,M3
M3 > Finance,Le blocage ici est lié à la période comptable 2022 qui a été fermé,M3,M3
M3 > Finance,La date de fin de validité du code projet utilisé est dépassée,M3,M3
M3 > Finance,code client à créer,M3,M3
M3 > Finance,comptes à activer,M3,Workflows
M3 > Finance,Il n'est pas possible de sélectionner la réception sur cet OA pour facturation parce qu'un travail est encours en GLS047 sur cet OA,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,"Toutes les lignes de l’OA ont déjà été facturé, bien que la ligne en IE écran, vous l’avez facturé en supprimant la quantité.",M3,Workflows
M3 > Finance,CP introuvable,M3,Workflows
M3 > Finance,Mise à jour formule de calcul IRPP,M3,M3
M3 > Finance,Mise à jour date de cession sur une immo cédée,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,MAJ règle comptable,M3,M3
M3 > Finance,hors ma compétenceLe lien GED associé à cette facture est bien celui qui a été renseigné par le comptable depuis le WF Facture et qui renvoie bien à la facture de Omnium ; Le WF règlement n’a que hérité de ce lien.,M3,M3
M3 > Finance,tiers cession à créer,M3,Securité
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,MAJ tiers fss,M3,Postes
M3 > Finance,"en cours de création, réponse demain mercredi",M3,Reseau
M3 > Finance,Cette facture est bloquée dans un travail en cours d'exécution en GLS047,M3,M3
M3 > Finance,CP à créer,M3,M3
M3 > Finance,RIB générique à créer,M3,M3
M3 > Finance,MAJ effectuée,M3,Postes
M3 > Finance,EN COURS DE TRAITEMENT,M3,M3
M3 > Finance,pour exploitation,M3,M3
M3 > Finance,MAJ cours devise,M3,M3
M3 > Finance,MAJ assortiment,M3,M3
M3 > Finance,MAJ cours dollar,M3,M3
M3 > Finance,la clé 402 serait déséquilibrée sur 2022,M3,M3
M3 > Finance,MAJ cours dollar,M3,Postes
M3 > Finance,Tiers à activer,M3,M3
M3 > Finance,MAJ cours dollar,M3,Postes
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,MAJ tiers fss,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,Workflows
M3 > Finance,Problème erreur MEC sur la facture,M3,M3
M3 > Finance,MAJ dossier fss,M3,M3
M3 > Finance,Incident traité,M3,M3
M3 > Finance,MAJ cours dollar,M3,M3
M3 > Finance,en attente de validation,M3,M3
M3 > Finance,il y a un formulaire à remplir et à faire valider,M3,Postes
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,Les OA tel que vous me les avez envoyé ne peuvent pas être traités,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,MAJ cours devise,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,besoin de dossier d'agrément,M3,M3
M3 > Finance,Mise à jour valeur immo sur fiche immo fractionnée avec montant immo numéro de pièce mal ventillé,M3,M3
M3 > Finance,en attente de document complémentaire,M3,Securité
M3 > Finance,MAJ dossier fiscal,M3,Postes
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,Le budget a été bloqué par inadvertance au niveau du BUS100,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,matricules à créer,M3,M3
M3 > Finance,tiers à désactiver,M3,M3
M3 > Finance,Besoin de complément d'information,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,"Comme je t’ai si bien expliqué, il existe bien un champs prévu à cet effet ; lorsque le caissier encaisse, s’il renseigne le code du client, le système charge automatiquement l’ID banque de ce dernier ;

Clt.",M3,Postes
M3 > Finance,MAJ cours dollar,M3,M3
M3 > Finance,CC à créer,M3,M3
M3 > Finance,Demande de codification,M3,M3
M3 > Finance,"tiers activé, nous attendons votre retour au plus vite",M3,M3
M3 > Finance,MAJ cours dollar,M3,M3
M3 > Finance,Besoin de précision,M3,M3
M3 > Finance,MAJ retenue fiscale,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,requête des opérations d’encaissement avec indication des numéros de remise en banque,M3,Postes
M3 > Finance,CP à créer,M3,M3
M3 > Finance,MAJ cours devise,M3,M3
M3 > Finance,MAJ cours dollar,M3,M3
M3 > Finance,Non respect de la procédure par l'utilisateur.,M3,M3
M3 > Finance,MAJ cours dollar,M3,M3
M3 > Finance,besoin de précision,M3,M3
M3 > Finance,MAJ devise,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,MAJ tiers fss,M3,M3
M3 > Finance,MAJ cours dollar,M3,Postes
M3 > Finance,Je ne vois pas de blocage au niveau de l'édition,M3,M3
M3 > Finance,MAJ dossier fournisseur,M3,M3
M3 > Finance,MAJ dossier fss,M3,Securité
M3 > Finance,MAJ cours devise,M3,M3
M3 > Finance,Le blocage ici est lié à la date de fin de validité du code projet TADCM19,M3,M3
M3 > Finance,Nous avons connu quelques petits soucis avec le serveur MEC dans la journée; certaines factures ont été concerné et ne sont pas remontés.,M3,M3
M3 > Finance,MAJ dossier fss,M3,M3
M3 > Finance,Il s'agit ici des lignes factures facturées avant réception et dont les réceptions marchandises n'ont pas topé les Statuts des lignes,M3,M3
M3 > Finance,"Pour la fiche de socaver, il s'agit d'une reprise qui a été mal faite ( sans numéro de sous fiche) et pour le recyclage, il s'agit d'un travail qui serait allé en échec dans le Profil NOUPOY01",M3,M3
M3 > Finance,MAJ dossier fss,M3,Postes
M3 > Finance,"Le budget est bien de 1,2MF, mais vous avez un OA (3276043) encours sur cette chaine comptable avec un montant de 2,4MF.",M3,M3
M3 > Finance,Extourne pièce comptable,M3,M3
M3 > Finance,MAJ cours du dollar,M3,M3
M3 > Finance,en attente du bon fichier,M3,M3
M3 > Finance,ouverture de la période comptable sur 2021 dans la Sté EFBC,M3,M3
M3 > Finance,besoin de fichier,M3,M3
M3 > Finance,MAJ cours dollar,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,CPS à utiliser,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,Approbation pièce comptable pour besoin de lettrage,M3,M3
M3 > Finance,"???Incident à attribuer à LUDOVIC NOUSSIMIER, pour contrôle avant exécution de la requête par la HOTLINE ou par BISMARCK",M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,MAJ EFFECTUEE,M3,M3
M3 > Finance,Cette facture ne remonte pas pour lettrage parce qu'elle est topée au niveau du champ EPPYRS,M3,M3
M3 > Finance,Le blocage est lié au manque de code fournisseur au niveau de l'élément Projet,M3,M3
M3 > Finance,IL y'aurait eu un soucis de copie du fichier KYRIBASA de cette journée dans le serveur pour déversement,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,MAJ découvert,M3,Securité
M3 > Finance,MAJ cours dollar,M3,M3
M3 > Finance,MAJ règle comptable,M3,M3
M3 > Finance,MAJ COUR DOLLAR,M3,M3
M3 > Finance,MAJ tiers fss,M3,M3
M3 > Finance,"Merci de reessayer d'approuver la facture, car aucune anomalie descellée",M3,M3
M3 > Finance,Il existe un travail en cours sous le profil KAMGAI03 raison du blocage,M3,M3
M3 > Finance,Suppression travail en GLS037,M3,M3
M3 > Finance,CP à créer,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,nous allons faire une synthèse et vous revenir pour validation avant MAJ dans le système,M3,M3
M3 > Finance,pour activation tiers,M3,M3
M3 > Finance,MAJ dossier fournisseur,M3,M3
M3 > Finance,tiers à activer momentanément,M3,M3
M3 > Finance,MAJ CPMAJ dossier fournisseur,M3,M3
M3 > Finance,pour MAJ RIB,M3,M3
M3 > Finance,MAJ effectuéetiers avarie à créer,M3,M3
M3 > Finance,tiers à activer,M3,M3
M3 > Finance,tiers à créer,M3,M3
M3 > Finance,MAJ tiers fss,M3,M3
M3 > Finance,MAJ assortiment,M3,M3
M3 > Finance,"Emmanuel, peux-tu m' envoyer directement le mail?",M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,MAJ tiers fss,M3,M3
M3 > Finance,MAJ gp fss,M3,M3
M3 > Finance,MAJ retenue fiscale,M3,M3
M3 > Finance,tiers à débloquer,M3,M3
M3 > Finance,tiers à débloquer,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,MAJ dossier fournisseur,M3,M3
M3 > Finance,déjà traité,M3,M3
M3 > Finance,MAJ dossier fss,M3,Securité
M3 > Finance,"La ligne 2 de cet OA n'a pas encore été réceptionné, raison pour laquelle elle ne remonte pas",M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,Le blocage serait lié à un travail encours en GLS047 par le profil KWETCHE01,M3,M3
M3 > Finance,MAJ règle comptable,M3,M3
M3 > Finance,MAJ EFFECTUEE,M3,M3
M3 > Finance,en attente de MAJ en masse,M3,M3
M3 > Finance,AFFECTER A NJE NJE,M3,M3
M3 > Finance,tiers à créer,M3,M3
